,Text,LDA_pred_number
1915,'All over the world countries are confronting population stagnation and a fertility bust a dizzying reversal unmat ',Politics
1916,'Eurovision the largest music contest in the world is more than just weird It celebrates Europes cultural divers ',Action
1917,'Could an investigation into financial misconduct accusations be the undoing of the NRA Listen to todays episode o ',Drama
1918,'This is the single biggest decision the city had to make on reopening More details here and much more to come ',Drama
1919,'Breaking News New York City will eliminate remote learning this fall Mayor Bill de Blasio said a major step towa ',Drama
1920,'International outrage is growing after Belarus forced a Ryanair passenger jet to land and then arrested a dissident ',Action
1921,'In public radio there is either an epidemic of bullying or an epidemic of whining depending on whom you ask writ ',Religion
1922,'What I know is that six people did not arrive in Vilnius \n\nThe Lithuanian police commissioner tellsthat autho',Religion
1923,'Taiwan has been lobbying for an invitation to the WHOs annual meeting It didnt work\n',Religion
1924,'The death of Ronald Greene after a police chase in Louisiana in 2019 has come under new scrutiny after body camera ',Religion
1925,'For the first time since Myanmars military detained her on Feb 1 Daw Aung San Suu Kyi the leader of the ousted ',Cronaca
1926,'Yuan Longping a Chinese plant scientist who helped to alleviate famine and poverty across much of Asia and Africa ',Drama
1927,'The New Jersey authorities are investigating a shooting at a house party that left at least two dead and a dozen ot ',Drama
1928,'Eurovision 2021 that noholdsbarred mashup of emotion inanity genres nationalities wind machines bursts of ',Action
1929,'More than 50000 New Zealanders have escaped the pandemic by moving back home But they are confronting skyhigh ho ',Religion
1930,'Its the Medias MeanToo Moment Stop Yelling and Go to Human Resources ',Drama
1931,'Kyra and Kami are both living with sickle cell a common complication of which is stroke They never got a simple t ',Religion
1932,'No one knows how the socalled Somerton man found dead welldressed with a halfsmoked cigarette on his lapel wo ',Drama
1933,'A commercial flight from Greece to Lithuania was intercepted by a fighter jet and diverted to Belarus on Sunday in ',Cronaca
1934,'In February 2020 togo cocktails were available only in New Orleans and a handful of other entertainment districts ',Religion
1935,'Businesses had boarded up their storefronts during protests following George Floyds murder This year hundreds of ',Religion
1936,'The mainstream narrative of Sinead OConnor is that she ripped up a photo of the pope on Saturday Night Live and ',Politics
1937,'At the Venice biennale Canadian architects tackle a national pastime urban stunt doubling Many of us have even ',Drama
1938,'Which of these amazing Manhattan apartments would you have picked ',Action
1939,'Look at these ferns',Cronaca
1940,'The producer Ray Angry and the visual artist Katherine McMahon are reimagining songs in the public domain for the c ',Action
1941,'Hollywood undervalued Jean Smart for years With Mare of Easttown and Hacks she brings about her own career re ',Cronaca
1942,'Many years past its original relevance the official website of the 1996 liveactionanimated sports comedy Space ',Cronaca
1943,'Love scifi Here are five movies you wont want to miss this month ',Cronaca
1944,'Our media columniston whats going on behind the scenes at Americas biggest and angstiest public radio st ',Religion
1945,'Out Shallow work In Deep work Here are 4 steps to actually truly focusing on the things we can do and accompli ',Politics
1946,'Breaking News Phil Mickelson who turns 51 next month won the PGA Championship to become the oldest golfer to cla ',Religion
1947,'Netflix is blazing a trail with the Fear Street trilogy releasing a movie weekly three Fridays in a row beginni ',Action
1948,'From firsttime buyers to seasoned veterans buying a home can seem like a daunting process especially during a pa ',Politics
1949,'No procrastination isnt about laziness or bad timemanagement Procrastination is an emotion regulation problem ',Action
1950,'On todays front page youll findand my story examining a rare trove of information unsealed Grand Jury',Drama
1951,'A year after the murder of George Floyd Los Angeles and other American cities are facing a surge in violent crime ',Religion
1952,'A win at Anfield guaranteed Liverpool a place in the Champions League next season but only a brief respite before ',Action
1953,'Read more about the coronavirus vaccines and children ',Action
1954,'The leadership of Iran engaged in a long shadow war with Israel on land air and sea did not try to conceal the p ',Action
1955,'Avoid giving your child painkillers before or after the shot',Politics
1956,'Previously the CDC had said children and adults should wait two weeks before or after a Covid shot to receive any ',Action
1957,'Children should not get the Pfizer vaccine if they have a history of severe allergic reactions to any ingredient s ',Action
1958,'Younger adolescents will be able to get the shot at a variety of locations including their pediatricians office ',Politics
1959,'Younger children will probably be eligible this fall Pfizer plans to seek emergency authorization in September for ',Politics
1960,'In May the PfizerBioNTech vaccine was approved by the FDA for young people aged 12 to 17 Moderna and Johnson amp J ',Action
1961,'In the next week of NYT Wells Fresh Start Challenge well be sharing small steps you can take to be more mindful ',Politics
1962,'After wed snickered at their skulls for so long it became clear neanderthals werent the slowwitted louts wed i ',Cronaca
1963,'Coronavirus cases and deaths in the US have dropped to the lowest levels in nearly a year',Drama
1964,'John Krasinski on the long wait to release A Quiet Place Part II what happened to Some Good News and why makin ',Action
1965,'In Opinion\n\nThe cause of the marches after George Floyds murder wasnt to win vague news releases from corporatio ',Politics
1966,'Roger Hawkins who played drums on numerous pop and soul hits of the 1960s and 70s and was among the architects of the f',Action
1967,'The frenzy of singing mating and egglaying will last just four to six weeks If you miss this party the next one ',Drama
1968,'When they first crawl out of their nymphal skin adult cicadas are the color of a slightly green toasted marshmallo ',Cronaca
1969,'These cicadas have few defenses They dont bite or sting and they arent toxic or poisonous Instead their survi ',Cronaca
1970,'Brood Xor the Great Eastern Broodis one of the largest periodical cicada broods in the US Theyre expecte ',Politics
1971,'The Brood X cohort consists of three different cicada species The males of each species sing a distinctive song to ',Politics
1972,'Like any good party the cicada emergence will be loud It will be crowded And everyones invited ',Politics
1973,'Any day now billions of cicadas will emerge from underground tunnels to sing mate and die across the eastern US ',Politics
1974,'Watch People returned to areas in the eastern Democratic Republic of Congo on Sunday that were threatened by an er ',Politics
1975,'Sweden is scheduled to complete the construction of a rocketlaunching complex in the frozen lands north of the Arc ',Politics
1976,'The darkest extent of Indias deadly coronavirus surge hasnt yet reached the state of Kerala where hospitals have ',Drama
1977,'Sandal season is in full swingfound the 11 best pairs to snag this summer ',Cronaca
1978,'A cable car plunged to the ground on Sunday near the top of a mountain in the northwestern region of Piedmont in It ',Action
1979,'The CDC is looking into reports that a very small number of teenagers and young adults vaccinated against the coron ',Religion
1980,'The Other Black Girl has captivated the publishing industrys attention since it sold at auction to Atria Books f ',Cronaca
1981,'The New Jersey State Police responded to a report of a shooting at a house party late on Saturday night that left a ',Religion
1982,'Ana the first named storm of the Atlantic hurricane season has developed into a tropical storm ',Cronaca
1983,'God forbid if we win we are going to burn this city down\n\nThe Knicks have gone from punchline to NBA playoff c ',Politics
1984,'Yearbook photos of at least 80 female students at Bartram Trail High School in St Johns County Fla were digital ',Cronaca
1985,'In Opinion\n\nTime and data allow us to examine the stability of Americans racial attitudes One key question Did ',Drama
1986,'Twentyone people including two of Chinas top marathon athletes died after freezing rain and high winds struck a ',Cronaca
1987,'Want to know which NYC neighborhoods support which mayoral candidates We mapped the new fundraising data to see ',Drama
1988,'Tens of thousands of people fled a major city in Congo on Saturday night when lava began to spew from the flanks of ',Politics
1989,'Rare sight for me 2 stories on page 1 One looks at global population stagnation and decline with',Religion
1990,'In Opinion\n\nIndian social media has been increasingly filled with desperate calls for help and heartbreaking annou ',Drama
1991,'Las Vegas it seems is emerging from the Covid crisis as a place of familyfriendly spectacle creativity and ofte ',Politics
1992,'Heres what you missed from last nights SNL season finale ',Politics
1993,'A House representative from New Jerseys choice of what painting will represent his district in the Capitol has tur ',Drama
1994,'During the pandemic Americans found that money cannot buy everything and they used their wealth to build relation ',Drama
1995,'Most of the time the WhatsApp group containing all 20 current Premier League captains lies dormantAs soccer grasped at t',Politics
1996,'Camp is coming much to the delight of children who have been stuck inside for over a year Heres what it might lo ',Action
1997,'Did you follow the news this week Take our quiz to see how well you stack up with other Times readers ',Religion
1998,'A dark star anisespiced sauce Yes please ',Politics
1999,'New summertime drink options have moved beyond the standard lager canned cocktail or hard seltzer Heres a look a ',Religion
2000,'On the remote archipelago of Svalbard a slowly decaying ghost town offers visitors an intimate look at the notso ',Cronaca
2001,'Our food editors would gladly eat these condiments straight from the jar ',Religion
2002,'Refusing to watch the video of George Floyds murder was an act of improvised refusal our critic at large ',Cronaca
2003,'Smartwatches can sometimes clue us into when something is amiss with our health but are they reliable enough to de ',Politics
2004,'Sunscreen is your friend always but especially in the summer Heres what to know',Politics
2005,'The homebuying market this spring is not for the faint of heart Heres how to navigate it ',Cronaca
2006,'Im not the kind of mom who never wanted her kids to grow up but my heart has its own agenda and especially after ',Cronaca
2007,'Headphones Athleisure Denim Dresses Bikinis Makeup Salad Software Water For the tennis champion Naomi Osak ',Politics
2008,'In a year in which record numbers of adults have reported anxiety depression and symptoms consistent with posttra ',Politics
2009,'Dont settle for bath towels you dont love Good ones should \n\n Dry you off quickly \n Feel good if not fantast ',Cronaca
2010,'After our cochief film critic AO Scott panned Sarah Silvermans approach to comedy in 2005 she took a long hard ',Action
2011,'A garlicky scallion marinade is the key for these doublestacked cheeseburgers packed with savorysweet flavors of ',Religion
2012,'The pandemic has resulted in complex emotions for many people Some are thriving others not so much \n\nHere are fo ',Action
2013,'The Marriage Pact originated at Stanford has spread to 51 colleges but not all of its matches have gotten along ',Politics
2014,'The pandemic has taken an emotional toll on many of us Heres how to decide whether you would benefit from mental ',Religion
2015,'Theres an understanding in surfing You represent Hawaii or you represent the US Not both But when the sport d ',Drama
2016,'This week on the Modern Love podcast After touring the place my grandmother seemed reluctant to leave Finally ',Cronaca
2017,'What activities are safe for unvaccinated children under 12 Heres some advice from 828 experts including epidemi ',Action
2018,'What does it mean to be climatarian\n\n Eating produce thats in season relative to your region\n Avoiding meat ',Politics
2019,'When John le Carr died last year at 89 he left one finished fulllength novel behind That book Silverview w ',Cronaca
2020,'Roman Kent who told the world of his hellish experience at Auschwitz and urged Germany to provide reparations for ',Action
2021,'We asked a group of 828 expertsincluding epidemiologists and pediatric infectious disease physicianswhat acti ',Religion
2022,'Set in the moment when the US is coming out of a year of quarantine and unrest the new season of HBOs In Treat ',Religion
2023,'From Virginia to California these eight parks heritage centers and openair exhibits offer fresh opportunities to ',Cronaca
2024,'As Covid restrictions loosen a lot of people are finding that the carefully applied makeup they once relied on pr ',Religion
2025,'A parents biggest strength is knowing when you need to get help for your kids and for yourself ',Action
2026,'Skip the grill with this super easy salmon recipe thats doable any night of the week ',Cronaca
2027,'Rather than looking backward the new podcast 70 Over 70 seeks a fuller expression of older peoples experiences ',Religion
2028,'Children 12 to 17 are now eligible to get vaccinated against Covid19 Heres what we know about giving Covid shots ',Action
2029,'With our calendars cleared last year many of us found more time to lose ourselves in books Lets hold onto that v ',Politics
2030,'As we near 15 months of living with others in the equivalent of an openplan office layout with little control ove ',Action
2031,'In Tel Aviv generals at the Israeli military high command are triumphant But in Beersheba where commanders overs ',Religion
2032,'All over the world countries are confronting population stagnation and a fertility bust a dizzying reversal unmat ',Politics
2033,'An inoculation push in Pakistan plagued with limited supplies and red tape makes doses available to those who can ',Politics
2034,'Nepals Parliament was dissolved on Saturday for the second time in five months deepening a political crisis in th ',Politics
2035,'For the only Black farmer in his part of Missouri a debt forgiveness fund for minorities came as a relief White f ',Cronaca
2036,'In Opinion \n\nWhy are people in your area choosing to not get vaccinated Select your state to find out ',Politics
2037,'Breaking News Italy won the Eurovision Song Contest one of the first major global cultural events to be held sinc ',Action
2038,'This springtime japchae celebrates crisp asparagus and snap peas ',Action
2039,'Before I Let Go by Maze featuring Frankie Beverly is a Black anthem and the song of every summer We run towards ',Cronaca
2040,'As a top executive at the Andrews McMeel syndicate Kathleen Andrews played a key role in the careers of cartoonist ',Religion
2041,'Shrek which came out 20 years ago might be a fan favorite now but no one at DreamWorks expected that when it w ',Cronaca
2042,'Maybe your grandmother did love you Maybe letting you go was her final act of love so you could have a chance at ',Cronaca
2043,'A Brooklyn man was charged with setting fire to a building housing a synagogue and a yeshiva The man was also conn ',Action
2044,'Minutes from the grand jury that declined to indict the New York police officers involved in Daniel Prudes death r ',Religion
2045,'In this weeks Ask Real Estatedo you really have to get letters of recommendation for a coop ',Cronaca
2046,'The Netherlands Eurovision entry Birth of a New Age performed by Jeangu Macrooy paid tribute to the Black Liv ',Politics
2047,'Fiame Naomi Mataafa was set to be sworn in as Samoas first new prime minister in 22 years until the head of stat ',Action
2048,'Rick Santorum the former Pennsylvania senator and Republican presidential candidate has been dropped from his rol ',Drama
2049,'New York and New Jersey are running short on legal marijuana ',Religion
2050,'In the first week of s Fresh Start Challenge we learned about labeling our emotions meditating for s ',Cronaca
2051,'Subtropical Storm Ana developed well before hurricane season begins on June 1 It is the seventh consecutive year t ',Cronaca
2052,'A new council of nearly 200 executives from both Fortune 500 companies and small startups are pushing for fixes to ',Drama
2053,'New summertime drink options have moved beyond the standard lager canned cocktail or hard seltzer Heres a look a ',Religion
2054,'It makes you want to take revenge to defend yourself But we have nothing to defend ourselves with\n\nAn eviction ',Politics
2055,'The worlds biggest music competition kicks off at 3 pm EDT Heres how to watch the Eurovision grand finals ',Cronaca
2056,'Russia has always been effectively defended from the north by the frozen Arctic Ocean As sea ice melts and potenti ',Drama
2057,'American activists are hoping to push a bill through Congress that would ban all kangaroo products from Australia ',Cronaca
2058,'We analyzed bodycam footage of Andrew Brown Jrs killing which raises questions about the use of deadly force by sheriffs d',Politics
2059,'If you need help urgently use one of these free 247 resources\n\n The National Suicide Prevention Lifeline 18 ',Politics
2060,'Here are a few places you can begin your search for a therapist If it feels overwhelming to look for a provider c ',Cronaca
2061,'The pandemic has taken an emotional toll on many of us Heres how to decide whether you would benefit from mental ',Religion
2062,'Corinne Rey known as Coco was a cartoonist at Charlie Hebdo when the satirical magazine was attacked by terrorist ',Politics
2063,'With the playoffs beginning here are answers to some of the questions about where things stand with the NBAs heal ',Cronaca
2064,'Across the country colleges are rushing to put in place vaccine mandates calling for students to be inoculated fo ',Action
2065,'All I can say is theres lots of twists and turns in this case and every turn is pretty weird ',Politics
2066,'Zerika Akers the stylist behind many of Beyoncs most iconic looks wants widespread interest in Black brands to ',Cronaca
2067,'The pandemic has taken an emotional toll on many of us Heres how to decide whether you would benefit from mental ',Religion
2068,'With its unique traditions occasionally baffling performances and complicated voting system the Eurovision Song C ',Politics
2069,'A Texas family fed up with harassment and vandalism decided to deal with their tormentor Then they killed the wr ',Drama
2070,'UPDATE A happy ending to this story for Robert Lewandowski and Bayern Munich He pounced on a rebound in the 90th minute on',Drama
2071,'Representative Byron Donalds a newly elected Florida Republican has a different take on voting laws being pushed ',Drama
2072,'Candy companies are taking legal action against retailers of cannabisinfused edibles that look similar to mainstre ',Drama
2073,'Chris Paul one of the NBAs great point guards for 16 seasons means so much to the Phoenix Suns heading into the ',Cronaca
2074,'Tattoo artist to the stars Scott Campbell thinks tattoo designslike works of fine artshould be valued for the ',Religion
2075,'News Analysis This is the prime ministers longestablished mode of operation exploit crisis to assert his centr ',Drama
2076,'People who spend all day typing programming or gaming may want to consider a mechanical keyboardcan ',Politics
2077,'More than 60 of adults have received at least one shot of a coronavirus vaccine in the US Were tracking the sta ',Politics
2078,'Animal lovers can breathe a sigh of reliefpandemic pups arent being abandoned ',Cronaca
2079,'A New York Times review of bodycam footage showing the fatal police shooting of Andrew Brown Jr in April raises qu ',Religion
2080,'50 years ago next month the NYT began publishing the Pentagon Papers a seminal moment in the history of the Vietnam W',Religion
2081,'11 new books recommended by critics and editors at The New York Times ',Religion
2082,'With its unique traditions occasionally baffling performances and complicated voting system the Eurovision Song C ',Politics
2083,'If youre tired of Animal Crossinghas four other video games that are similarly relaxing and will l ',Drama
2084,'Two jail guards charged with ignoring their duties the night Jeffrey Epstein killed himself and then lying about it ',Politics
2085,'Youve heard about Covid longhaulers\n\nNow meet Covids financial longhaulers Americans who have had their lives upend',Drama
2086,'368 to fix a chipped tooth \n233 for compostable diapers\n61 for chicken feed \n\nSix American families told us e ',Action
2087,'Reported withPhotos byandEND',Religion
2088,'We felt it was important to show the mundane aspects of the occupationthings that Palestinians would find familiar but t',Politics
2089,'Thats not a strategy or a plan But it is true and it is poignant \nWe meant to show how with the world seemingly moving',Politics
2090,'This project began late last year after ArabIsraeli normalization deals had left the Palestinians more isolated than ever',Religion
2091,'We listened to the stories of ordinary Palestinians and what they must cope with when the world isnt paying attention\n\nLi',Drama
2092,'The fighting may have stopped for now but Israels military occupation of the West Banknow in its second halfcentury ',Action
2093,'My column argues that its easy for liberal affluent whites my tribe to point fingers at racism in policing and feel vi',Politics
2094,'Being the captain of Liverpool matters a great deal to Jordan Hendersona massive responsibility he calls it',Action
2095,'We asked a group of 828 expertsincluding epidemiologists and pediatric infectious disease physicianswhat acti ',Religion
2096,'Lockdowns in Britain have allowed some disabled people to access shows musicals and museums like never before Now ',Cronaca
2097,'Most of the time the WhatsApp group containing all 20 current Premier League captains lies dormant As soccer grasped a',Politics
2098,'Corinne Rey dite Coco dessinatriceCharlie Hebdo tait sur place lors de lattaque terroriste du journal satir ',Action
2099,'Atltico Madrids resolve in the final stretch of the Spanish soccer season has the club poised to lift the trophy ',Action
2100,'Allow Olivia Rodrigo to introduce herselves Sour is a Critics Pick',Politics
2101,'At 832 pm in the middle of our texting I wrote Just so there are no surprises you know that I wear a prosth ',Action
2102,'Five Oregon counties held nonbinding elections and decided they would prefer to join Idaho The vote reflects frustration',Drama
2103,'The pianist Stewart Goodyear has been a soloist with major orchestras around the world and has won high praise from ',Cronaca
2104,'Was the unusual cactus you saw for sale on Instagram illegally harvested from one of the worlds deserts A recent ',Politics
2105,'I was curious what its like to work with Chris Paul So I called the actor who plays Jake from the State Farm ads an',Politics
2106,'The Biden administration highlighted a new plan on Friday to encourage more people to get vaccinated an effort by ',Drama
2107,'11 new books recommended by critics and editors at The New York Times ',Religion
2108,'As Mickelson approached his final green Friday a fan shouted Youre not old Phil No one else in the gallery or',Action
2109,'Two jail guards charged with ignoring their duties the night Jeffrey Epstein killed himself and then lying about it ',Politics
2110,'Harry Reid I visited Area 51 the topsecret Air Force testing site in southern Nevada long associated with UFOrelated',Cronaca
2111,'A rush to secure federal benefits during the coronavirus pandemic accelerated enrollment in the Navajo Nation push ',Drama
2112,'Tim Cook Apples chief executive took the stand on Friday in a trial stemming from a lawsuit by Epic Games that a ',Action
2113,'Sami Abul Ouf stood five yards above the ground teetering atop a dense mound of rubble in Gaza City where his sister',Action
2114,'President Biden hasnt really changed our columnist David Brooks writes hes just doing everything bigger ',Cronaca
2115,'Every three hours every day for the past seven and a half years an anxious spirited Twitter bot has transmitted ',Religion
2116,'Mr Slavitt sang the praises of dating apps with all the enthusiasm of a drivers ed instructor with Dr Fauci grinning',Drama
2117,'Hate racism and discrimination have no place in our society and certainly are not tolerated in any Amazon workpla ',Drama
2118,'Yermin Mercedes has received support from teammates opponents retired players and even his teams 73yearold broadcaster',Drama
2119,'Many Israelis expressed dissatisfaction on Friday signaling their growing impatience with what they see as hastily ',Action
2120,'In February 2020 togo cocktails were available only in New Orleans and a handful of other entertainment districts ',Religion
2121,'Corinne Rey dite Coco dessinatriceCharlie Hebdo tait sur place lors de lattaque terroriste du journal satir ',Action
2122,'An Egyptianbrokered ceasefire between Hamas and Israel might have hit pause on the formal hostilities of the last ',Action
2123,'What activities are safe for unvaccinated children under 12 \n\nHeres advice from 828 experts including epidemiolo ',Action
2124,'Anthony Bouchard a Wyoming state senator who is challenging Representative Liz Cheney in the 2022 Republican prima ',Drama
2125,'New summertime drink options have moved beyond the standard lager canned cocktail or hard seltzer Heres a look a ',Religion
2126,'Corinne Rey was leaving the Charlie Hebdo office in 2015 to pick up her daughter when terrorists ordered her at gu ',Politics
2127,'President Biden awarded a Korean War hero Ralph Puckett Jr the Medal of Honor on Friday seven decades after Puc ',Religion
2128,'Children 12 to 17 are now eligible to get vaccinated against Covid19 Heres what we know about giving Covid shots ',Action
2129,'A proposal unveiled by New York Attorney General Letitia James on Friday could drastically alter the nature of law ',Religion
2130,'At least 27 people were arrested after clashes between proIsraeli and proPalestinian demonstrators on Thursday in ',Politics
2131,'The Biden administration announced on Friday a new plan to encourage more peopleparticularly the young and frisk ',Religion
2132,'In Tel Aviv generals at the Israeli military high command are triumphant But in Beersheba where commanders overs ',Religion
2133,'Atltico Madrids resolve in the final stretch of the Spanish soccer season has the club poised to lift the trophy ',Action
2134,'Lawmakers are reasserting their civilian authority of the US military telling commanders how things are going to ',Religion
2135,'Roads into Gaza reopened on Friday and desperately needed aid began to flow The worst damage was on alWahda Str ',Action
2136,'The war has killed thousands of people displaced millions more and led to charges of ethnic cleansing of Tigrayans ',Politics
2137,'Prime Minister Abiy Ahmed has repeatedly tried to silence critical coverage by arresting journalists One was taken ',Drama
2138,'The Ethiopian government gave no explanation for the expulsion of the reporter Simon Marks who has reported exten ',Religion
2139,'Ethiopia expelled a journalist working for The New York Times on Thursday a new blow to press freedom in the count ',Religion
2140,'As we explore how the pandemic is changing the American health care system you can help by showing our reporter ',Drama
2141,'Some Covid financial longhaulers never became ill themselves but are overwhelmed by the bills that deceased loved ',Action
2142,'A man whose father died of the virus last fall has a spreadsheet of the outstanding medical debts It has 457 rows ',Politics
2143,'Indias federal health ministry has raised an alarm about cases of a potentially deadly fungal infection commonly ',Politics
2144,'Sades music was a hallmark of Emilys childhood When she met and fell in love with the singers son it felt li ',Cronaca
2145,'Another update Dr SoonShiong did not check any box on the ballot so his vote was counted as in favor of the Tribun',Drama
2146,'Andrew Yang signaled early in his campaign for New York City mayor that he would take a handsoff approach to Hasid ',Religion
2147,'Ive been talking to Jordan Henderson on and off for the last three months or so We talked a lot about captaincy and resp',Drama
2148,'Scoot Henderson who at 17 is one of basketballs top point guard prospects will join the NBAs G League Ignite in ',Cronaca
2149,'We asked a group of 828 expertsincluding epidemiologists and pediatric infectious disease physicianswhat acti ',Religion
2150,'President Biden avoided publicly condemning Israels bombing of Gaza in order to build up capital with Benjamin Net ',Drama
2151,'For parents trying to figure out how to act while things are opening up for vaccinated adults but children are still unvaccin',Action
2152,'The final will be available to watch on Peacock from Saturday May 22 from 3 pm ET and The New York Times will b ',Religion
2153,'How does the voting system work \n\nThe winner is chosen based on the combined votes of fans at home and professiona ',Politics
2154,'Wheres it happening \n\nThe winning country usually hosts the contest the following year As the 2020 show was canc ',Religion
2155,'The rapper Flo Rida is part of the entry for the small nation state of San Marino \n\nThe US doesnt participate i ',Politics
2156,'What should I expect from the acts\n\nIn the crowded final countries often use dramatic props and stage theatrics t ',Drama
2157,'After two semifinals a selection of acts including the host nation face off in the grand final\n\nThe Big Five ',Drama
2158,'What is Eurovision\n\nAs well as being a madcap TV spectacle its a competition that sees 39 nations enter acts to ',Cronaca
2159,'With its unique traditions occasionally baffling performances and complicated voting system the Eurovision Song C ',Politics
2160,'Roman Kent who told the world of his hellish experience at Auschwitz and urged Germany to provide reparations for ',Action
2161,'Israels bombardment of Gaza leveled three mosques damaged hospitals and dozens of schools wrecked its only Covid ',Drama
2162,'Weve overhauled and relaunched the Guantnamo Docket one of the longest continuallyupdated New York Times digital proje',Religion
2163,'Lockdown rules intended to prevent the spread of the coronavirus have been eased in England France Germany Greec ',Politics
2164,'Thank youreaders for sharing your medical bills related to testing and treatment of Covid \n\nYour submissions helped',Politics
2165,'responded to readers commenting on his column Technobabble Libertarian Derp and Bitcoin Join the convers',Religion
2166,'Six to eight million people may have died from Covid19 or related causes since the start of the pandemic the WHO ',Politics
2167,'In Opinion\n\nHas President Biden changed The 46th president tells our columnist David Brooks how his worldview has ',Cronaca
2168,'UPDATED Shareholders of Tribune Publishing home of The Baltimore Sun and Chicago Tribune have voted to approve a sa',Drama
2169,'The Olympics will go on even if a state of emergency is declared in Tokyo this summer because of the spread of the ',Religion
2170,'Ralph Puckett Jr 94 will receive the Medal of Honor from President Biden on Friday Colonel Puckett led 51 Army ',Religion
2171,'Looking for more tips on mindful living stronger connections and healthy habits Sign up for texts from our Fresh ',Religion
2172,'A statue dedicated to the essential workers of the New York City Department of Sanitation who died from Covid19 is ',Religion
2173,'Covid may now be in permanent retreat in the US\n\nIt is not over but after more than a year of death sickness grievin',Politics
2174,'How did Andrew Yang win over Orthodox Brooklyn The answer Yeshivas yeshivas yeshivas Via\n\n ',Politics
2175,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
2176,'Tribune Publishing shareholders vote today on whether to approve the sale to Alden Global Capital \n\n',Drama
2177,'South Korea the worlds seventhlargest emitter of carbon dioxide is important to President Bidens effort to sho ',Drama
2178,'As we near 15 months of living with others in the equivalent of an openplan office layout with little control ove ',Action
2179,'We relied on screens during pandemic life Maybe its time to take a break\n\nHere are some ideas Dont check any s ',Action
2180,'Start your day listening to this delightful chat between Dr Anthony Fauci and Jane Brody two 80 year olds who know a',Politics
2181,'At 832 pm in the middle of our texting I wrote Just so there are no surprises you know that I wear a prosth ',Action
2182,'The Justice Department under the Trump administration secretly obtained the phone and email records of a CNN journa ',Action
2183,'The first major American sports event to be canceled during the pandemic will return in 2021 seven months later than',Drama
2184,'If we were 5 minutes later this would have ended up in the dumpster \nWe rode with the folks who spend their days rescuin',Action
2185,'In the US you can lose a parent to Covidand then lose your job because you need more time to handle all of your deceas',Drama
2186,'Prince Harry has spoken about his struggles with mental health as a member of the British royal family\n\nI was wil ',Action
2187,'A new canine coronavirus was found in a child who was hospitalized with pneumonia in Malaysia in 2018 The virus ma ',Drama
2188,'Argentina ordered a nineday lockdown in areas worst affected by the coronavirus Its daily case average has become ',Religion
2189,'My interview with the president The progressives dont like me because Im not prepared to take on what I would say a',Cronaca
2190,'In February 2020 togo cocktails were available only in New Orleans and a handful of other entertainment districts ',Religion
2191,'Maryland this week joined nearly 20 states that have approved measures that would keep togo cocktails around many ',Religion
2192,'Across the US alcohol laws were relaxed to allow the sale of togo cocktails as a way to help struggling busines ',Cronaca
2193,'Abubakar Shekau the longtime leader of the Islamist terrorist group Boko Haram has been falsely declared dead by ',Religion
2194,'Local officials and Jewish leaders in Los Angeles condemned an attack against Jewish diners outside a restaurant th ',Drama
2195,'My heart was beating like a drum and I was thinking of death a reporter who has been covering Gaza for The Time ',Cronaca
2196,'As US troops prepare to withdraw from Afghanistan todays episode of The Daily looks at how the conflict shaped ',Religion
2197,'Yang Hengjun an Australian businessman is set to face trial in Beijing next week on a charge of espionage The tr ',Religion
2198,'After a deadheat election resulted in weeks of uncertainty and intrigue Samoa is set to usher in its first female ',Action
2199,'Even as the authorities restrict speech in Hong Kong some young artists are daring to produce work about the 2019 ',Politics
2200,'For the first time in nearly three decades Alabama will allow yoga to be taught in its public schools but teacher ',Action
2201,'Javier Ambler II a 40yearold father of two died in 2019 after he was forcibly arrested in front of a Live PD ',Religion
2202,'The Norths arsenal has roughly doubled in the past 4 years a steady rise that proceeded even as Trump held highdrama meet',Cronaca
2203,'Quintin Jones a Texas man convicted of killing his greataunt 22 years ago was put to death on Wednesday in Texas ',Drama
2204,'A ceasefire between Israel and Hamas went into effect before dawn on Friday bringing a pause to nearly two weeks ',Action
2205,'Italian officials worry that people wont show up for their second vaccination shot because they will beat the beach',Religion
2206,'In Opinion \n\nThis is a lesson that Palestinians across generations have never been allowed to forget Home is flee ',Religion
2207,'Japan approved the Moderna and AstraZeneca coronavirus vaccines for use in adults as the country tries to speed up ',Action
2208,' \n\n',Action
2209,'Heres a look at some of the highlights worth watching from latenight TV ',Cronaca
2210,'Martin Bashir deceived Princess Dianas brother to obtain a tellall interview with her in 1995 an inquiry found ',Cronaca
2211,'With a ceasefire between Israel and Palestinian militants underway the Biden administration is now turning to how ',Action
2212,'A Chinese social media influencer Yin Shihang promised something special to his eight million followers He would ',Drama
2213,'A court in India acquitted a prominent journalist of charges that he raped a junior colleague The politically char ',Religion
2214,'A cyberattack on Irelands health system has paralyzed the countrys health services for a week cutting off access ',Cronaca
2215,'Israel and Hamas agreed to a ceasefire on Thursday after more than 10 days of fighting that had taken hundreds of ',Action
2216,'A military officer known as Franco A has been charged with plotting political murder in a case that has spotligh ',Politics
2217,'President Biden should ignore the powerful voices in Washington pushing him to reverse course in Afghanistan says ',Cronaca
2218,'In private Biden administration officials admit they harbor no illusions that North Korea will ever give up the en ',Drama
2219,'US scientists are not anticipating the 2021 hurricane season to be as active or recordshattering as last years ',Cronaca
